Filename,Author,Title,Date,URL,URL(text-only),doc_id,text_filename,text_path,publication_year
fpn-bruce-bruce.xml,Henry Clay Bruce,"The New Man: Twenty-Nine Years a Slave,Twenty-Nine Years a Free Man",1895,http://docsouth.unc.edu/fpn/bruce/menu.html,http://docsouth.unc.edu/full-text/na-slave-narratives/data/texts/fpn-bruce-bruce.txt,fpn-bruce-bruce,fpn-bruce-bruce.txt,/Users/j/Documents/UC Riverside/Work/Projects/na-slave-narratives/data/texts/fpn-bruce-bruce.txt,1895.0
fpn-hughes-hughes.xml,Louis  Hughes,Thirty Years a Slave: From Bondage to Freedom: The Institution of Slavery as Seen on the Plantation and in the Home of the Planter,1897,http://docsouth.unc.edu/fpn/hughes/menu.html,http://docsouth.unc.edu/full-text/na-slave-narratives/data/texts/fpn-hughes-hughes.txt,fpn-hughes-hughes,fpn-hughes-hughes.txt,/Users/j/Documents/UC Riverside/Work/Projects/na-slave-narratives/data/texts/fpn-hughes-hughes.txt,1897.0
fpn-jackson-jackson.xml,John Andrew Jackson,The Experience of a Slave in South Carolina,1862,http://docsouth.unc.edu/fpn/jackson/menu.html,http://docsouth.unc.edu/full-text/na-slave-narratives/data/texts/fpn-jackson-jackson.txt,fpn-jackson-jackson,fpn-jackson-jackson.txt,/Users/j/Documents/UC Riverside/Work/Projects/na-slave-narratives/data/texts/fpn-jackson-jackson.txt,1862.0
nc-jones85-jones85.xml,Thomas H. Jones,"The Experience of Rev. Thomas H. Jones, Who Was a Slave for Forty-Three Years. Written by a Friend, as Related to Him by Brother Jones",1885,http://docsouth.unc.edu/nc/jones85/menu.html,http://docsouth.unc.edu/full-text/na-slave-narratives/data/texts/nc-jones85-jones85.txt,nc-jones85-jones85,nc-jones85-jones85.txt,/Users/j/Documents/UC Riverside/Work/Projects/na-slave-narratives/data/texts/nc-jones85-jones85.txt,1885.0
neh-aaron-aaron.xml,  Aaron,The Light and Truth of Slavery. Aaron's History,1845,http://docsouth.unc.edu/neh/aaron/menu.html,http://docsouth.unc.edu/full-text/na-slave-narratives/data/texts/neh-aaron-aaron.txt,neh-aaron-aaron,neh-aaron-aaron.txt,/Users/j/Documents/UC Riverside/Work/Projects/na-slave-narratives/data/texts/neh-aaron-aaron.txt,1845.0
neh-arter-arter.xml,Jared Maurice Arter,Echoes from a Pioneer Life,1922,http://docsouth.unc.edu/neh/arter/menu.html,http://docsouth.unc.edu/full-text/na-slave-narratives/data/texts/neh-arter-arter.txt,neh-arter-arter,neh-arter-arter.txt,/Users/j/Documents/UC Riverside/Work/Projects/na-slave-narratives/data/texts/neh-arter-arter.txt,1922.0
neh-boxbrown-boxbrown.xml,Henry Box Brown,"Narrative of Henry Box Brown, Who Escaped from Slavery, Enclosed in a Box 3 Feet Long and 2 Wide. Written from a Statement of Facts Made by Himself. With Remarks Upon the Remedy for Slavery. By Charles Stearns",1849,http://docsouth.unc.edu/neh/boxbrown/menu.html,http://docsouth.unc.edu/full-text/na-slave-narratives/data/texts/neh-boxbrown-boxbrown.txt,neh-boxbrown-boxbrown,neh-boxbrown-boxbrown.txt,/Users/j/Documents/UC Riverside/Work/Projects/na-slave-narratives/data/texts/neh-boxbrown-boxbrown.txt,1849.0
neh-bragg-bragg.xml,George F. Bragg,Men of Maryland,1914,http://docsouth.unc.edu/neh/bragg/menu.html,http://docsouth.unc.edu/full-text/na-slave-narratives/data/texts/neh-bragg-bragg.txt,neh-bragg-bragg,neh-bragg-bragg.txt,/Users/j/Documents/UC Riverside/Work/Projects/na-slave-narratives/data/texts/neh-bragg-bragg.txt,1914.0
neh-brownj-brownj.xml,Josephine  Brown,"Biography of an American Bondman, by His Daughter"," 1856, c1855",http://docsouth.unc.edu/neh/brownj/menu.html,http://docsouth.unc.edu/full-text/na-slave-narratives/data/texts/neh-brownj-brownj.txt,neh-brownj-brownj,neh-brownj-brownj.txt,/Users/j/Documents/UC Riverside/Work/Projects/na-slave-narratives/data/texts/neh-brownj-brownj.txt,1856.0
neh-bruner-bruner.xml,Peter  Bruner,"A Slave's Adventures Toward Freedom. Not Fiction, but the True Story of a Struggle",1918,http://docsouth.unc.edu/neh/bruner/menu.html,http://docsouth.unc.edu/full-text/na-slave-narratives/data/texts/neh-bruner-bruner.txt,neh-bruner-bruner,neh-bruner-bruner.txt,/Users/j/Documents/UC Riverside/Work/Projects/na-slave-narratives/data/texts/neh-bruner-bruner.txt,1918.0
neh-charlton-charlton.xml,Lewis  Charlton,"Sketch of the Life of Mr. Lewis Charlton, and Reminiscences of Slavery",?,http://docsouth.unc.edu/neh/charlton/menu.html,http://docsouth.unc.edu/full-text/na-slave-narratives/data/texts/neh-charlton-charlton.txt,neh-charlton-charlton,neh-charlton-charlton.txt,/Users/j/Documents/UC Riverside/Work/Projects/na-slave-narratives/data/texts/neh-charlton-charlton.txt,
